iter	RMSE
590	189.6082685
591	189.5307939
592	189.5037061
593	189.4353326
594	189.3664191
595	189.2810193
596	189.1312798
597	189.0127912
598	188.961064
599	188.8842928
600	188.8192182
601	188.690958
602	188.5107685
603	188.3867487
604	188.367674
605	188.3590423
606	188.2927393
607	188.1716813
608	188.1033316
609	187.9688544
610	187.8998378
611	187.8232109
612	187.7336923
613	187.6593355
614	187.5610509
615	187.4721738
616	187.3950727
617	187.3476696
618	187.2876428
619	187.2601605
620	187.2351173
621	186.8070003
622	186.6952308
623	186.6695377
624	186.5456543
625	186.5019231
626	186.4830703
627	186.230531
628	185.8077077
629	185.7730403
630	185.7277979
631	185.5382267
632	185.4641322
633	185.3704512
634	185.2448667
635	185.2294806
636	185.1519226
637	185.1354415
638	185.1019423
639	185.0540533
640	184.9342916
641	184.9000701
642	184.8674937
643	184.7685522
644	184.6542304
645	184.4531719
646	184.438778
647	184.4101147
648	183.9616547
649	183.9287341
650	183.7420023
651	183.3602442
652	183.2340137
653	183.0036755
654	182.9314462
655	182.8247073
656	182.6979611
657	182.6197845
658	182.5371161
659	182.1130014
660	181.9679374
661	181.9260558
662	181.8387997
663	181.6957361
664	181.6430008
665	181.5741954
666	181.4749232
667	181.4550431
668	181.3599565
669	181.2899614
670	180.9359877
671	180.9004488
672	180.8820913
673	180.7939091
674	180.759852
675	180.6146781
676	180.5820749
677	180.5655704
678	180.3575714
679	180.315626
680	180.2374911
681	180.1643248
682	179.9559672
683	179.9249062
684	179.8957687
685	179.8456385
686	179.8248672
687	179.6305069
688	179.5682116
689	179.5109159
690	179.4025617
691	179.0446866
692	178.6783337
693	178.6578279
694	178.6092126
695	178.4150197
696	178.3766893
697	178.2867921
698	178.2534353
699	177.939704
700	177.8409017
701	177.7999193
702	177.7515253
703	177.7322249
704	177.6890012
705	177.6682413
706	177.595774
707	177.5028475
708	177.4844597
709	177.4690981
710	177.1299561
711	177.0616135
712	176.9697813
713	176.8764995
714	176.7561372
715	176.6033556
716	176.4657105
717	176.4231635
718	176.4095189
719	176.2996976
720	176.2896296
721	176.2017165
722	176.1110748
723	176.0520678
724	176.0057516
725	175.9935559
726	175.9387067
727	175.8989084
728	175.8262826
729	175.8164254
730	175.7506641
731	175.6445247
732	175.5883045
733	175.5426713
734	175.4800768
735	175.1677306
736	175.1265645
737	175.0636755
738	174.9564302
739	174.9128269
740	174.8748249
741	174.6726353
742	174.6454883
743	174.6142086
744	174.2971329
745	174.2836683
746	174.2250025
747	174.120211
748	174.0817455
749	173.7593045
750	173.7393597
751	173.6371118
752	173.5177974
753	173.490138
754	173.3280437
755	173.2258285
756	173.1995217
757	173.1512332
758	173.0859473
759	172.9829705
760	172.923433
761	172.6775914
762	172.6535577
763	172.5918119
764	172.4698626
765	172.4528276
766	172.3500058
767	172.3245008
768	172.2845445
769	172.0403627
770	172.0039534
771	171.9509266
772	171.9116893
773	171.8751415
774	171.7530156
775	171.5405461
776	171.3922667
777	171.1816654
778	170.9872569
779	170.9375521
780	170.8211036
781	170.6835945
782	170.4659359
783	170.4108068
784	170.2691502
785	170.25594
786	169.9304768
787	169.8033693
788	169.756908
789	169.7119031
790	169.6821165
791	169.6312079
792	169.5124293
793	169.4939026
794	169.3792393
795	169.3095249
796	169.2638622
797	169.2491861
798	169.2336934
799	169.132319
800	169.1300163
801	169.1150331
802	169.0246336
803	168.9773763
804	168.9758575
805	168.971314
806	168.9124512
807	168.6299286
808	168.6265516
809	168.5402985
810	168.4320333
811	168.2499887
812	168.171563
813	168.1568047
814	168.1409181
815	168.0638594
816	168.0113829
817	168.0068648
818	167.9918896
819	167.916322
820	167.8306689
821	167.722055
822	167.5977912
823	167.5744074
824	167.5538308
825	167.4591805
826	167.398292
827	167.3509903
828	167.2368761
829	167.13222
830	167.0698749
831	167.0054972
832	166.9808106
833	166.9307643
834	166.8539763
835	166.7993914
836	166.7840487
837	166.7046036
838	166.4132298
839	166.3249989
840	166.2791734
841	166.1978473
842	166.1733403
843	166.1259657
844	166.1143162
845	166.0224994
846	165.9451355
847	165.928074
848	165.9071983
849	165.8458254
850	165.7574696
851	165.6367741
852	165.5572689
853	165.4953234
854	165.4318458
855	165.3802111
856	165.3683717
857	165.2062741
858	165.1991891
859	165.1559492
860	165.1000706
861	165.0505101
862	164.9937103
863	164.9422919
864	164.9289879
865	164.8840515
866	164.8070704
867	164.7434366
868	164.6975351
869	164.6691627
870	164.4126213
871	164.4028365
872	164.1973951
873	164.0044598
874	163.8197763
875	163.7802036
876	163.7337085
877	163.4844886
878	163.4431386
879	163.2967663
880	163.2860197
881	163.2549254
882	163.1382459
883	163.1154681
884	163.102752
885	163.0659024
886	163.0047049
887	162.9612821
888	162.9218316
889	162.6771039
890	162.6160067
891	162.5510529
892	162.4820859
893	162.4030977
894	162.2477615
895	162.166369
896	162.0713413
897	162.0294689
898	161.9494324
899	161.770111
900	161.6739013
901	161.6294277
902	161.5724615
903	161.5461672
904	161.5370785
905	161.515761
906	161.4292898
907	161.4080426
908	161.3839564
909	161.310571
910	161.2597713
911	161.1153274
912	160.9938318
913	160.9732044
914	160.8559601
915	160.830266
916	160.8114891
917	160.8030756
918	160.681695
919	160.6464625
920	160.5651179
921	160.5330394
922	160.503267
923	160.4190886
924	160.3896128
925	160.3224423
926	160.271935
927	160.2523556
928	160.2064399
929	160.0719396
930	160.0549738
931	159.9191872
932	159.8331846
933	159.7860238
934	159.5625925
935	159.5256986
936	159.3922735
937	159.3684386
938	159.3067892
939	159.1803954
940	159.150109
941	159.072935
942	159.0281745
943	158.7994548
944	158.6900075
945	158.6605278
946	158.6001047
947	158.5557263
948	158.4486328
949	158.4018961
950	158.3734343
951	158.3238017
952	158.3117763
953	158.0868322
954	158.0374964
955	157.9568072
956	157.7409436
957	157.6221833
958	157.58117
959	157.557102
960	157.486894
961	157.4080251
962	157.3299335
963	157.31994
964	157.2518435
965	157.1957959
966	157.0826944
967	157.0791832
968	157.067086
969	156.94445
970	156.8763399
971	156.7981348
972	156.7768413
973	156.5776268
974	156.5305624
975	156.4992364
976	156.2905847
977	156.2309847
978	156.1770445
979	155.9365909
980	155.8458036
981	155.7779844
982	155.6547964
983	155.5250244
984	155.4877447
985	155.3764185
986	155.3297074
987	155.3144098
988	155.2053437
989	155.0694032
990	154.9737751
991	154.8431229
992	154.7303086
993	154.7252774
994	154.6069471
995	154.5493908
996	154.5036121
997	154.439414
998	154.2435167
999	154.229284
